Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7206073752711497,0.663934744610604,0.16105885775235138,0.9636917178778824,0.1610588577523514,0.7206073752711497,0.26327468695514344,0.08217468805704099,0.05921568627450981,0.3676648841354724,0.6922710599408768,2024-05-14
