Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7049891540130152,0.6664983491940183,0.15914210165507786,0.9618812713717136,0.15914210165507786,0.7049891540130152,0.2596676254394375,0.08217468805704099,0.057932263814616754,0.3640285204991087,0.6857437516035167,2024-05-14
