Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7110629067245119,0.6795882695669062,0.1657564724919094,0.9633300297324082,0.1657564724919094,0.7110629067245119,0.268842778643484,0.08217468805704099,0.05843137254901961,0.35251336898395724,0.695325588145709,2024-05-14
