Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.716702819956616,0.6797824820353466,0.16693613581244943,0.964029965847747,0.16693613581244948,0.716702819956616,0.2707974756167527,0.08217468805704099,0.05889483065953654,0.35279857397504455,0.6982426509959814,2024-05-14
