Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7414316702819956,0.6550398135560302,0.16137865911237015,0.965864833906071,0.16137865911237015,0.7414316702819956,0.2650639782861574,0.08217468805704099,0.06092691622103387,0.3775401069518717,0.6982357419190129,2024-05-14
