Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7184381778741865,0.6697222761701301,0.16300817009548182,0.9637247778212509,0.16300817009548185,0.7184381778741865,0.2657252888318357,0.08217468805704099,0.05903743315508021,0.362174688057041,0.6940802270221583,2024-05-14
