Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.73058568329718,0.6542241211885803,0.15907802758360096,0.9644411360513057,0.15907802758360098,0.73058568329718,0.2612675510045768,0.08217468805704099,0.06003565062388592,0.37739750445632797,0.6924049022428802,2024-05-14
