Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7362255965292842,0.6643231695474849,0.16413579649869428,0.9656710518886567,0.16413579649869425,0.7362255965292842,0.26842771274913,0.08217468805704099,0.060499108734402854,0.36859180035650624,0.7002743830383846,2024-05-14
