Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7193058568329718,0.665177704408623,0.1613154310177077,0.9635944181859104,0.16131543101770773,0.7193058568329718,0.26353015973933086,0.08217468805704099,0.05910873440285205,0.3664171122994652,0.6922417806207974,2024-05-14
