Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7180043383947939,0.6686735288405515,0.16249386352479134,0.9636160089560593,0.16249386352479137,0.7180043383947939,0.26501200960768617,0.08217468805704099,0.05900178253119429,0.36310160427807486,0.6933389336176727,2024-05-14
