Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7288503253796096,0.6757428626917849,0.1675309134423614,0.965320164243702,0.1675309134423614,0.7288503253796096,0.27243979567015325,0.08217468805704099,0.059893048128342244,0.3575044563279857,0.7022965940356972,2024-05-14
