Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.6997830802603037,0.6756263352107206,0.1618827780008029,0.9617383611633308,0.1618827780008029,0.6997830802603037,0.26293911484228544,0.08217468805704099,0.05750445632798574,0.355222816399287,0.6877047077355121,2024-05-14
