Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7023861171366594,0.6683239463973587,0.15938176806457963,0.9616588419405322,0.15938176806457965,0.7023861171366594,0.2598090347428388,0.08217468805704099,0.057718360071301246,0.36213903743315506,0.6853550317670091,2024-05-14
