Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,date
0.7331887201735358,0.662691784812585,0.16290726817042603,0.9652070604209096,0.16290726817042606,0.7331887201735358,0.26658253805505167,0.08217468805704099,0.060249554367201426,0.36983957219251334,0.6979402524930604,2024-05-14
